city,pincode,date,population_density,no_of_hospitals,avg_capacity,pm2_5,pm10,temperature_mean_c,relative_humidity_mean,uv_index_mean,rain_mm,is_weekend,is_festival,school_open,month,respiratory_risk,flu_risk,vector_risk,gastro_risk,patient_load,respiratory_cases,flu_cases,vector_cases,gastro_cases,other_cases
Surat,395012,2025-09-21,21740,6,278,51.7,70.3,22.9,64.6,4.3,1.7,1,0,1,9,0.16,0.13,0.338,0.07,278,51,26,98,22,81
Surat,395012,2025-09-22,21740,6,278,55.5,64.9,21.8,64.2,3.7,0.2,0,0,1,9,0.184,0.13,0.337,0.07,293,65,34,112,16,66
Surat,395012,2025-09-23,21740,6,278,65.1,71.3,22.1,67.3,4.6,0.1,0,0,1,9,0.24,0.13,0.349,0.07,280,56,30,92,28,74
Surat,395012,2025-09-24,21740,6,278,54.8,70.4,22.4,70.7,4.8,1.7,0,0,1,9,0.179,0.13,0.363,0.07,269,53,33,106,16,61
Surat,395012,2025-09-25,21740,6,278,67.2,75.5,20.9,65.1,5.2,0.5,0,0,1,9,0.262,0.13,0.34,0.07,290,67,33,94,21,75
Surat,395012,2025-09-26,21740,6,278,54.8,69.0,21.0,69.9,4.5,0.2,0,0,1,9,0.187,0.13,0.36,0.07,292,62,38,98,19,75
Surat,395012,2025-09-27,21740,6,278,54.2,71.2,23.1,66.7,3.9,0.2,1,0,1,9,0.175,0.13,0.347,0.07,287,53,44,90,23,77
Surat,395012,2025-09-28,21740,6,278,75.9,94.0,21.1,69.2,4.2,3.3,1,0,1,9,0.312,0.13,0.377,0.07,321,98,26,115,19,63
Surat,395012,2025-09-29,21740,6,278,56.8,75.4,21.8,63.1,3.2,0.3,0,0,1,9,0.193,0.13,0.332,0.07,308,50,47,110,29,72
Surat,395012,2025-09-30,21740,6,278,43.3,55.2,22.4,67.0,3.9,0.0,0,0,1,9,0.11,0.13,0.348,0.07,269,34,36,115,21,63
Surat,395012,2025-10-01,21740,6,278,67.3,86.3,21.3,74.8,3.8,2.3,0,0,1,10,0.259,0.13,0.379,0.07,291,67,29,108,19,68
Surat,395012,2025-10-02,21740,6,278,59.2,68.2,22.6,72.4,4.7,0.1,0,1,1,10,0.405,0.33,0.369,0.09,332,108,54,89,17,64
Surat,395012,2025-10-03,21740,6,278,63.2,67.1,23.5,62.7,4.8,6.3,0,0,1,10,0.229,0.13,0.351,0.07,293,70,37,90,29,67
Surat,395012,2025-10-04,21740,6,278,63.3,73.8,22.5,68.2,3.9,0.9,1,0,1,10,0.23,0.13,0.353,0.07,288,63,33,108,21,63
Surat,395012,2025-10-05,21740,6,278,53.7,54.6,24.3,68.1,3.9,2.3,1,0,1,10,0.172,0.13,0.352,0.07,296,58,43,107,19,69
Surat,395012,2025-10-06,21740,6,278,48.3,57.1,22.3,63.9,4.8,0.2,0,0,1,10,0.14,0.13,0.336,0.07,281,40,43,98,22,78
Surat,395012,2025-10-07,21740,6,278,57.3,75.4,23.3,71.8,4.9,0.0,0,0,1,10,0.194,0.13,0.367,0.07,273,46,34,106,21,66
Surat,395012,2025-10-08,21740,6,278,55.8,59.4,22.5,73.6,4.7,0.0,0,0,1,10,0.185,0.13,0.374,0.07,283,57,31,120,20,55
Surat,395012,2025-10-09,21740,6,278,61.0,62.8,24.4,68.6,4.8,3.3,0,0,1,10,0.216,0.13,0.374,0.07,283,59,36,103,20,65
Surat,395012,2025-10-10,21740,6,278,65.0,79.3,25.7,74.8,3.4,0.1,0,0,1,10,0.24,0.13,0.379,0.07,270,55,36,97,22,60
Surat,395012,2025-10-11,21740,6,278,50.0,49.8,21.6,69.0,4.6,2.5,1,0,1,10,0.153,0.13,0.356,0.07,287,45,41,99,21,81
Surat,395012,2025-10-12,21740,6,278,49.5,56.1,22.2,71.1,4.0,0.3,1,0,1,10,0.147,0.13,0.365,0.07,307,37,41,129,34,66
Surat,395012,2025-10-13,21740,6,278,68.0,77.5,22.2,69.8,4.1,5.2,0,0,1,10,0.258,0.13,0.379,0.07,288,66,36,92,22,72
Surat,395012,2025-10-14,21740,6,278,49.8,62.1,21.9,72.8,4.4,0.2,0,0,1,10,0.15,0.13,0.371,0.07,290,53,48,94,22,73
Surat,395012,2025-10-15,21740,6,278,64.2,68.2,23.1,69.3,3.7,0.5,0,0,1,10,0.235,0.13,0.357,0.07,304,70,23,106,19,86
Surat,395012,2025-10-16,21740,6,278,57.6,64.3,23.2,78.8,3.8,0.4,0,0,1,10,0.195,0.13,0.395,0.07,276,46,35,112,16,67
Surat,395012,2025-10-17,21740,6,278,62.4,75.4,21.6,68.2,4.9,0.0,0,0,1,10,0.227,0.13,0.353,0.07,249,57,29,89,19,55
Surat,395012,2025-10-18,21740,6,278,41.1,60.2,24.3,76.1,5.3,2.2,1,0,1,10,0.097,0.13,0.384,0.07,281,28,53,104,22,74
Surat,395012,2025-10-19,21740,6,278,57.7,79.3,20.8,73.3,3.5,0.2,1,0,1,10,0.206,0.13,0.373,0.07,306,60,33,119,18,76
Surat,395012,2025-10-20,21740,6,278,61.7,82.2,22.7,68.9,4.3,1.2,0,1,1,10,0.42,0.33,0.355,0.09,326,114,80,79,12,41
Surat,395012,2025-10-21,21740,6,278,65.3,77.1,22.5,66.4,3.8,5.0,0,0,1,10,0.242,0.13,0.366,0.07,272,64,30,98,21,59
Surat,395012,2025-10-22,21740,6,278,59.7,78.1,22.5,73.7,5.2,0.4,0,0,1,10,0.208,0.13,0.375,0.07,275,46,31,113,22,63
Surat,395012,2025-10-23,21740,6,278,57.4,76.0,23.8,69.7,4.4,0.1,0,0,1,10,0.194,0.13,0.359,0.07,255,53,30,78,22,72
Surat,395012,2025-10-24,21740,6,278,57.6,75.1,21.5,71.0,2.7,4.3,0,0,1,10,0.2,0.13,0.384,0.07,293,45,37,116,25,70
Surat,395012,2025-10-25,21740,6,278,74.0,94.0,23.9,72.3,4.9,1.2,1,0,1,10,0.294,0.13,0.369,0.07,305,78,27,109,18,73
Surat,395012,2025-10-26,21740,6,278,58.0,65.6,21.7,69.9,4.7,0.1,1,0,1,10,0.201,0.13,0.36,0.07,317,52,43,119,30,73
Surat,395012,2025-10-27,21740,6,278,46.8,55.6,23.3,81.1,3.7,6.1,0,0,1,10,0.131,0.13,0.424,0.07,257,24,36,117,12,68
Surat,395012,2025-10-28,21740,6,278,55.4,58.5,22.2,64.8,4.7,0.0,0,0,1,10,0.182,0.13,0.339,0.07,283,54,40,82,17,90
Surat,395012,2025-10-29,21740,6,278,63.6,72.1,21.6,66.9,4.0,0.3,0,0,1,10,0.235,0.13,0.347,0.07,285,73,28,93,21,70
Surat,395012,2025-10-30,21740,6,278,57.6,66.4,23.8,78.1,4.5,0.1,0,0,1,10,0.195,0.13,0.392,0.07,273,51,30,114,23,55
Surat,395012,2025-10-31,21740,6,278,76.9,77.1,26.5,77.2,4.5,1.2,0,0,1,10,0.312,0.13,0.389,0.07,268,69,32,91,17,59
Surat,395012,2025-11-01,21740,6,278,70.4,86.3,22.9,61.4,3.2,0.8,1,1,1,11,0.473,0.38,0.325,0.09,310,78,81,73,19,59
Surat,395012,2025-11-02,21740,6,278,84.1,103.5,24.0,74.1,4.8,0.1,1,0,1,11,0.355,0.18,0.377,0.07,312,78,53,103,24,54
Surat,395012,2025-11-03,21740,6,278,71.3,81.9,25.2,71.8,4.3,1.2,0,0,1,11,0.278,0.18,0.367,0.07,278,75,42,91,11,59
Surat,395012,2025-11-04,21740,6,278,62.0,81.8,22.8,77.6,3.7,0.4,0,0,1,11,0.222,0.18,0.39,0.07,282,71,35,105,18,53
Surat,395012,2025-11-05,21740,6,278,65.5,77.6,21.2,73.5,4.4,0.2,0,0,1,11,0.249,0.18,0.374,0.07,292,81,42,89,16,64
Surat,395012,2025-11-06,21740,6,278,80.3,101.2,27.0,80.2,5.1,0.0,0,0,1,11,0.332,0.18,0.401,0.07,278,90,44,84,13,47
Surat,395012,2025-11-07,21740,6,278,78.2,91.2,24.0,65.8,4.3,0.4,0,0,1,11,0.319,0.18,0.343,0.07,286,80,41,90,14,61
Surat,395012,2025-11-08,21740,6,278,65.4,77.2,23.9,73.9,4.2,0.8,1,0,1,11,0.242,0.18,0.375,0.07,281,74,35,91,28,53
Surat,395012,2025-11-09,21740,6,278,81.5,103.1,24.1,72.6,3.7,0.9,1,0,1,11,0.339,0.18,0.371,0.07,315,72,54,109,20,60
Surat,395012,2025-11-10,21740,6,278,70.0,85.3,22.9,66.7,3.1,1.9,0,0,1,11,0.27,0.18,0.347,0.07,291,60,45,95,24,67
Surat,395012,2025-11-11,21740,6,278,82.6,90.4,23.5,84.4,3.7,3.8,0,0,1,11,0.346,0.18,0.438,0.07,296,79,38,104,14,61
Surat,395012,2025-11-12,21740,6,278,64.7,79.4,21.7,75.2,3.5,0.6,0,1,1,11,0.44,0.38,0.381,0.09,322,100,82,81,22,37
Surat,395012,2025-11-13,21740,6,278,66.7,69.5,24.8,81.5,5.8,3.2,0,0,1,11,0.25,0.18,0.426,0.07,236,48,34,101,10,43
Surat,395012,2025-11-14,21740,6,278,65.6,76.0,23.2,70.7,4.6,0.2,0,0,1,11,0.244,0.18,0.363,0.07,308,78,50,103,15,62
Surat,395012,2025-11-15,21740,6,278,72.5,74.9,24.0,77.5,4.1,1.8,1,0,1,11,0.285,0.18,0.39,0.07,294,62,54,86,14,78
Surat,395012,2025-11-16,21740,6,278,61.8,74.9,22.9,73.5,4.8,2.4,1,0,1,11,0.221,0.18,0.374,0.07,274,52,31,96,18,77
Surat,395012,2025-11-17,21740,6,278,74.6,80.6,25.7,71.1,3.8,6.8,0,0,1,11,0.297,0.18,0.384,0.07,306,89,36,103,18,60
Surat,395012,2025-11-18,21740,6,278,76.7,76.3,24.9,79.2,3.7,1.9,0,0,1,11,0.31,0.18,0.397,0.07,299,71,37,109,13,69
Surat,395012,2025-11-19,21740,6,278,78.3,87.6,24.5,82.6,5.1,0.3,0,0,1,11,0.32,0.18,0.41,0.07,294,67,51,104,20,52
Surat,395012,2025-11-20,21740,6,278,71.8,87.6,24.5,72.9,4.2,7.0,0,0,1,11,0.281,0.18,0.392,0.07,321,66,54,111,22,68
Surat,395012,2025-11-21,21740,6,278,77.7,99.8,26.0,76.2,4.0,1.4,0,0,1,11,0.316,0.18,0.385,0.07,270,59,57,87,10,57
Surat,395012,2025-11-22,21740,6,278,53.3,61.1,24.9,74.6,3.1,0.5,1,0,1,11,0.17,0.18,0.379,0.07,311,52,49,112,18,80
Surat,395012,2025-11-23,21740,6,278,83.0,96.1,25.3,74.4,4.4,0.1,1,0,1,11,0.348,0.18,0.377,0.07,289,73,57,81,21,57
Surat,395012,2025-11-24,21740,6,278,77.6,88.8,26.3,75.2,4.2,1.2,0,0,1,11,0.315,0.18,0.381,0.07,277,74,42,85,16,60
Surat,395012,2025-11-25,21740,6,278,78.8,95.1,25.5,72.5,4.1,0.3,0,0,1,11,0.323,0.18,0.37,0.07,279,80,28,94,19,58
Surat,395012,2025-11-26,21740,6,278,68.3,84.0,25.9,74.6,3.5,0.0,0,0,1,11,0.26,0.18,0.378,0.07,282,62,39,85,18,78
Bhopal,462001,2024-11-27,13945,11,143,67.7,74.2,22.3,59.2,4.8,0.4,0,0,1,11,0.256,0.18,0.317,0.07,264,70,43,76,15,60
Bhopal,462001,2024-11-28,13945,11,143,75.0,87.3,23.2,64.0,5.7,0.4,0,0,1,11,0.3,0.18,0.336,0.07,254,80,27,78,20,49
Bhopal,462001,2024-11-29,13945,11,143,83.1,98.2,22.7,64.2,3.7,0.5,0,0,1,11,0.349,0.18,0.337,0.07,241,79,26,69,10,57
Bhopal,462001,2024-11-30,13945,11,143,88.4,105.4,21.4,64.2,5.4,0.4,1,0,1,11,0.385,0.18,0.337,0.07,309,98,49,85,13,64
Bhopal,462001,2024-12-01,13945,11,143,83.0,110.9,22.6,54.9,4.0,0.1,1,0,1,12,0.348,0.18,0.3,0.07,276,71,42,77,20,66
Bhopal,462001,2024-12-02,13945,11,143,73.6,91.9,20.9,67.7,4.3,0.9,0,0,1,12,0.301,0.18,0.351,0.07,261,65,42,86,14,54
Bhopal,462001,2024-12-03,13945,11,143,61.2,74.4,22.8,65.1,3.6,0.1,0,0,1,12,0.217,0.18,0.34,0.07,270,57,43,77,16,77
Bhopal,462001,2024-12-04,13945,11,143,66.4,105.7,23.8,66.6,4.1,0.1,0,0,1,12,0.248,0.18,0.347,0.07,244,46,41,76,15,66
Bhopal,462001,2024-12-05,13945,11,143,77.6,100.6,21.9,62.3,4.1,1.6,0,0,1,12,0.317,0.18,0.329,0.07,250,71,38,70,18,53
Bhopal,462001,2024-12-06,13945,11,143,68.3,80.0,23.1,56.5,3.3,0.1,0,0,1,12,0.26,0.18,0.306,0.07,265,76,46,72,19,52
Bhopal,462001,2024-12-07,13945,11,143,84.9,102.4,21.7,61.1,5.8,0.2,1,0,1,12,0.362,0.18,0.324,0.07,295,93,48,82,20,52
Bhopal,462001,2024-12-08,13945,11,143,71.4,83.1,23.8,79.0,6.4,0.1,1,0,1,12,0.278,0.18,0.396,0.07,287,68,38,102,14,65
Bhopal,462001,2024-12-09,13945,11,143,84.6,108.7,22.4,58.4,4.1,0.8,0,0,1,12,0.358,0.18,0.314,0.07,244,65,37,58,20,64
Bhopal,462001,2024-12-10,13945,11,143,92.2,108.6,23.9,65.7,4.3,0.4,0,0,1,12,0.403,0.18,0.343,0.07,280,94,49,74,14,49
Bhopal,462001,2024-12-11,13945,11,143,73.6,79.9,27.6,66.3,4.3,2.0,0,0,1,12,0.292,0.18,0.345,0.07,270,69,42,79,18,62
Bhopal,462001,2024-12-12,13945,11,143,80.8,99.6,22.9,66.4,5.0,1.2,0,0,1,12,0.335,0.18,0.346,0.07,269,72,49,87,12,49
Bhopal,462001,2024-12-13,13945,11,143,85.1,90.2,21.8,55.4,3.2,1.7,0,0,1,12,0.362,0.18,0.302,0.07,267,83,44,64,22,54
Bhopal,462001,2024-12-14,13945,11,143,74.9,88.1,24.4,63.1,4.2,0.7,1,0,1,12,0.299,0.18,0.332,0.07,284,85,40,81,14,64
Bhopal,462001,2024-12-15,13945,11,143,72.5,73.8,23.8,64.1,4.9,3.0,1,0,1,12,0.285,0.18,0.336,0.07,279,70,44,73,23,69
Bhopal,462001,2024-12-16,13945,11,143,63.5,67.5,25.7,72.3,5.2,0.1,0,0,1,12,0.231,0.18,0.369,0.07,253,57,42,86,17,51
Bhopal,462001,2024-12-17,13945,11,143,65.0,88.6,23.2,67.5,4.2,3.8,0,0,1,12,0.24,0.18,0.37,0.07,266,59,44,76,21,66
Bhopal,462001,2024-12-18,13945,11,143,80.4,94.5,25.3,68.3,4.7,1.9,0,0,1,12,0.333,0.18,0.353,0.07,266,65,40,85,17,59
Bhopal,462001,2024-12-19,13945,11,143,69.3,95.0,25.5,65.7,3.6,0.2,0,0,1,12,0.266,0.18,0.343,0.07,258,68,35,84,16,55
Bhopal,462001,2024-12-20,13945,11,143,70.1,85.8,25.4,70.4,3.7,0.1,0,0,1,12,0.271,0.18,0.362,0.07,253,56,58,81,8,50
Bhopal,462001,2024-12-21,13945,11,143,81.1,100.9,25.7,61.7,6.0,0.0,1,0,1,12,0.337,0.18,0.327,0.07,276,79,36,76,17,68
Bhopal,462001,2024-12-22,13945,11,143,82.6,97.4,24.0,65.0,5.1,0.0,1,0,1,12,0.346,0.18,0.34,0.07,295,86,40,88,16,65
Bhopal,462001,2024-12-23,13945,11,143,66.9,75.7,25.3,71.9,6.4,1.2,0,0,1,12,0.251,0.18,0.367,0.07,261,43,38,110,15,55
Bhopal,462001,2024-12-24,13945,11,143,73.4,76.7,25.7,76.5,5.2,0.4,0,0,1,12,0.29,0.18,0.386,0.07,284,78,46,97,9,54
Bhopal,462001,2024-12-25,13945,11,143,54.9,76.0,25.5,72.0,4.3,0.1,0,0,1,12,0.179,0.18,0.368,0.07,232,47,31,74,14,66
Bhopal,462001,2024-12-26,13945,11,143,61.4,61.3,26.9,66.4,4.7,4.4,0,0,1,12,0.219,0.18,0.366,0.07,268,63,37,102,13,53
Bhopal,462001,2024-12-27,13945,11,143,69.6,77.9,24.7,66.5,4.5,5.7,0,0,1,12,0.268,0.18,0.366,0.07,264,62,44,84,17,57
Bhopal,462001,2024-12-28,13945,11,143,82.5,108.8,25.8,75.3,4.0,0.0,1,0,1,12,0.345,0.18,0.381,0.07,286,75,46,80,23,62
Bhopal,462001,2024-12-29,13945,11,143,69.2,73.5,27.0,68.5,6.0,2.6,1,0,1,12,0.265,0.18,0.354,0.07,289,70,45,91,21,62
Bhopal,462001,2024-12-30,13945,11,143,79.5,85.9,25.7,70.8,4.9,1.5,0,0,1,12,0.327,0.18,0.363,0.07,254,73,37,65,16,63
Bhopal,462001,2024-12-31,13945,11,143,71.3,95.8,26.7,72.5,4.8,0.6,0,0,1,12,0.278,0.18,0.37,0.07,260,51,45,77,19,68
Bhopal,462001,2025-01-01,13945,11,143,83.5,84.8,26.5,77.7,5.5,0.4,0,0,1,1,0.351,0.18,0.391,0.07,261,80,29,88,14,50
Bhopal,462001,2025-01-02,13945,11,143,73.4,84.2,26.4,56.6,6.4,1.5,0,0,1,1,0.29,0.18,0.306,0.07,257,69,47,57,11,73
Bhopal,462001,2025-01-03,13945,11,143,66.7,69.8,27.9,67.1,4.7,0.3,0,0,1,1,0.25,0.18,0.348,0.07,229,55,41,71,14,48
Bhopal,462001,2025-01-04,13945,11,143,74.7,100.0,27.4,70.4,5.2,1.9,1,0,1,1,0.298,0.18,0.362,0.07,277,80,56,74,16,51
Bhopal,462001,2025-01-05,13945,11,143,69.7,86.6,29.4,65.3,4.5,2.9,1,0,1,1,0.268,0.18,0.341,0.07,284,74,43,96,7,64
Bhopal,462001,2025-01-06,13945,11,143,60.7,79.0,27.9,53.3,4.8,0.6,0,0,1,1,0.214,0.18,0.293,0.07,236,46,44,72,14,60
Bhopal,462001,2025-01-07,13945,11,143,81.2,95.9,28.5,61.9,5.0,1.3,0,0,1,1,0.337,0.18,0.328,0.07,259,71,53,56,13,66
Bhopal,462001,2025-01-08,13945,11,143,77.1,73.2,28.7,71.3,4.3,2.4,0,0,1,1,0.312,0.18,0.365,0.07,256,66,40,85,18,47
Bhopal,462001,2025-01-09,13945,11,143,87.1,101.4,29.2,71.8,6.2,3.7,0,0,1,1,0.373,0.18,0.387,0.07,279,79,38,99,8,55
Bhopal,462001,2025-01-10,13945,11,143,79.8,86.2,28.1,71.4,5.5,0.1,0,0,1,1,0.329,0.18,0.366,0.07,257,72,35,85,13,52
Bhopal,462001,2025-01-11,13945,11,143,69.3,88.9,28.1,63.5,4.9,1.3,1,0,1,1,0.266,0.18,0.334,0.07,286,65,50,89,23,59
Bhopal,462001,2025-01-12,13945,11,143,88.9,114.0,31.4,59.8,4.1,0.2,1,0,1,1,0.384,0.18,0.319,0.07,269,81,36,76,10,66
Bhopal,462001,2025-01-13,13945,11,143,75.8,95.4,27.2,71.2,6.8,0.2,0,0,1,1,0.305,0.18,0.365,0.07,259,73,36,73,18,59
Bhopal,462001,2025-01-14,13945,11,143,65.2,90.2,28.7,69.2,5.5,0.0,0,1,1,1,0.441,0.38,0.357,0.09,293,85,63,74,20,51
Bhopal,462001,2025-01-15,13945,11,143,74.4,92.6,27.2,63.3,4.6,6.3,0,0,1,1,0.297,0.18,0.353,0.07,268,61,33,87,24,63
Bhopal,462001,2025-01-16,13945,11,143,78.4,82.7,27.4,69.6,4.9,1.8,0,0,1,1,0.32,0.18,0.358,0.07,256,74,44,76,14,48
Bhopal,462001,2025-01-17,13945,11,143,72.7,86.7,28.8,71.0,6.5,0.0,0,0,1,1,0.286,0.18,0.364,0.07,265,69,44,88,14,50
Bhopal,462001,2025-01-18,13945,11,143,65.6,75.6,30.0,65.6,5.9,0.5,1,0,1,1,0.244,0.18,0.342,0.07,255,46,47,79,20,63
Bhopal,462001,2025-01-19,13945,11,143,69.4,77.7,29.5,68.3,5.3,4.6,1,0,1,1,0.266,0.18,0.373,0.07,263,56,44,94,14,55
Bhopal,462001,2025-01-20,13945,11,143,69.6,79.0,29.3,60.6,4.6,0.1,0,0,1,1,0.267,0.18,0.322,0.07,245,52,42,76,14,61
Bhopal,462001,2025-01-21,13945,11,143,79.4,89.7,27.6,73.5,6.6,0.3,0,0,1,1,0.326,0.18,0.374,0.07,238,58,36,93,13,38
Bhopal,462001,2025-01-22,13945,11,143,78.9,100.4,30.5,64.6,5.9,2.4,0,0,1,1,0.324,0.18,0.338,0.07,256,64,41,73,19,59
Bhopal,462001,2025-01-23,13945,11,143,69.2,89.9,29.3,60.2,5.6,3.8,0,0,1,1,0.265,0.18,0.341,0.07,250,61,39,77,20,53
Bhopal,462001,2025-01-24,13945,11,143,82.8,114.3,29.8,65.5,7.4,0.0,0,0,1,1,0.347,0.18,0.342,0.07,256,80,41,74,10,51
Bhopal,462001,2025-01-25,13945,11,143,73.2,96.5,30.6,70.3,6.5,3.8,1,0,1,1,0.289,0.18,0.381,0.07,276,61,54,72,18,71
Bhopal,462001,2025-01-26,13945,11,143,83.0,104.2,29.1,72.5,5.2,2.5,1,0,1,1,0.348,0.18,0.37,0.07,293,89,40,87,21,56
Bhopal,462001,2025-01-27,13945,11,143,88.8,100.1,28.4,60.4,6.1,1.5,0,0,1,1,0.383,0.18,0.321,0.07,279,91,36,83,14,55
Bhopal,462001,2025-01-28,13945,11,143,68.6,87.6,29.8,63.2,4.9,1.4,0,0,1,1,0.262,0.18,0.333,0.07,255,59,39,88,22,47
Bhopal,462001,2025-01-29,13945,11,143,84.8,93.7,30.3,67.6,6.2,0.0,0,0,1,1,0.359,0.18,0.351,0.07,261,68,48,75,14,56
Bhopal,462001,2025-01-30,13945,11,143,60.5,91.5,30.3,63.0,5.9,0.0,0,0,1,1,0.213,0.18,0.332,0.07,264,51,45,77,20,71
Bhopal,462001,2025-01-31,13945,11,143,80.6,98.5,31.5,63.3,5.6,0.5,0,0,1,1,0.334,0.18,0.333,0.07,249,84,35,67,13,50
Bhopal,462001,2025-02-01,13945,11,143,47.6,71.8,31.5,77.6,6.7,3.0,1,0,1,2,0.136,0.18,0.39,0.07,278,45,44,110,20,59
Bhopal,462001,2025-02-02,13945,11,143,76.3,92.6,29.8,63.0,5.7,1.5,1,0,1,2,0.308,0.18,0.332,0.07,279,74,51,80,14,60
Bhopal,462001,2025-02-03,13945,11,143,54.5,70.0,31.2,81.8,6.5,0.2,0,0,1,2,0.177,0.18,0.407,0.07,246,39,44,82,20,61
Bhopal,462001,2025-02-04,13945,11,143,62.0,62.8,31.1,69.1,5.9,0.0,0,0,1,2,0.222,0.18,0.356,0.07,250,47,41,97,18,47
Bhopal,462001,2025-02-05,13945,11,143,83.1,90.9,29.5,65.4,6.2,0.2,0,0,1,2,0.349,0.18,0.342,0.07,255,63,35,75,15,67
Bhopal,462001,2025-02-06,13945,11,143,64.8,83.9,32.8,70.9,6.5,1.4,0,0,1,2,0.239,0.18,0.363,0.078,245,53,36,83,17,56
Bhopal,462001,2025-02-07,13945,11,143,65.4,68.7,32.7,72.8,6.3,0.0,0,0,1,2,0.243,0.18,0.371,0.077,290,69,54,98,22,47
Bhopal,462001,2025-02-08,13945,11,143,68.1,82.1,31.0,73.6,6.8,2.9,1,0,1,2,0.259,0.18,0.374,0.07,253,55,50,82,11,55
Bhopal,462001,2025-02-09,13945,11,143,56.9,79.5,32.3,72.7,6.8,1.1,1,0,1,2,0.191,0.18,0.371,0.073,269,44,43,99,19,64
Bhopal,462001,2025-02-10,13945,11,143,62.4,76.7,31.5,66.6,5.4,0.5,0,0,1,2,0.224,0.18,0.346,0.07,237,47,37,89,12,52
Bhopal,462001,2025-02-11,13945,11,143,69.5,63.5,33.5,69.4,6.7,1.8,0,0,1,2,0.267,0.18,0.358,0.085,273,64,49,66,23,71
Bhopal,462001,2025-02-12,13945,11,143,72.2,67.4,32.5,73.4,6.9,1.6,0,0,1,2,0.283,0.18,0.374,0.075,246,52,36,91,13,54
Bhopal,462001,2025-02-13,13945,11,143,53.4,64.1,34.8,65.6,7.1,1.0,0,0,1,2,0.171,0.18,0.342,0.098,255,40,39,99,28,49
Bhopal,462001,2025-02-14,13945,11,143,60.0,67.7,33.3,66.2,5.3,1.9,0,0,1,2,0.21,0.18,0.345,0.083,235,44,34,71,31,55
Bhopal,462001,2025-02-15,13945,11,143,65.8,76.4,34.7,70.9,7.5,0.6,1,0,1,2,0.245,0.18,0.364,0.097,294,54,45,99,23,73
Bhopal,462001,2025-02-16,13945,11,143,64.8,76.9,33.7,65.2,7.0,1.5,1,0,1,2,0.239,0.18,0.341,0.087,263,47,53,77,21,65
Bhopal,462001,2025-02-17,13945,11,143,59.5,78.5,34.0,70.4,5.3,0.0,0,0,1,2,0.207,0.18,0.361,0.09,244,50,44,67,20,63
Bhopal,462001,2025-02-18,13945,11,143,65.3,87.8,30.9,72.1,5.9,0.1,0,0,1,2,0.242,0.18,0.368,0.07,254,56,54,78,9,57
Bhopal,462001,2025-02-19,13945,11,143,60.6,76.1,34.4,64.5,7.0,1.3,0,0,1,2,0.213,0.18,0.338,0.094,252,53,41,88,24,46
Bhopal,462001,2025-02-20,13945,11,143,54.4,73.4,33.9,76.8,6.8,0.4,0,0,1,2,0.176,0.18,0.387,0.089,242,33,33,69,28,79
Bhopal,462001,2025-02-21,13945,11,143,66.6,82.1,33.2,71.8,7.0,1.3,0,0,1,2,0.25,0.18,0.367,0.082,261,54,47,86,15,59
Bhopal,462001,2025-02-22,13945,11,143,57.5,67.5,36.6,71.4,6.2,0.3,1,0,1,2,0.195,0.18,0.365,0.116,257,50,43,84,25,55
Bhopal,462001,2025-02-23,13945,11,143,65.0,74.5,33.9,69.4,7.4,5.6,1,0,1,2,0.24,0.18,0.378,0.089,304,64,47,96,24,73
Bhopal,462001,2025-02-24,13945,11,143,62.4,97.6,34.5,64.7,6.8,0.1,0,0,1,2,0.225,0.18,0.339,0.095,268,60,57,87,20,44
Bhopal,462001,2025-02-25,13945,11,143,58.3,77.9,34.5,71.6,7.5,0.5,0,0,1,2,0.2,0.18,0.366,0.095,266,40,40,102,22,62
Bhopal,462001,2025-02-26,13945,11,143,79.3,110.2,33.4,62.6,5.5,1.5,0,0,1,2,0.326,0.18,0.33,0.084,260,71,40,75,17,57
Bhopal,462001,2025-02-27,13945,11,143,65.5,76.1,33.9,67.5,5.3,1.9,0,0,1,2,0.243,0.18,0.35,0.089,255,63,42,74,20,56
Bhopal,462001,2025-02-28,13945,11,143,56.9,61.1,33.1,71.0,7.3,1.2,0,0,1,2,0.191,0.18,0.364,0.081,267,45,44,91,28,59
Bhopal,462001,2025-03-01,13945,11,143,63.6,77.0,33.5,66.1,7.5,1.3,1,0,1,3,0.231,0.13,0.344,0.085,280,63,31,105,21,60
Bhopal,462001,2025-03-02,13945,11,143,61.8,70.9,34.1,77.5,8.0,1.1,1,0,1,3,0.221,0.13,0.39,0.091,264,55,29,99,23,58
Bhopal,462001,2025-03-03,13945,11,143,49.3,63.2,34.5,73.6,7.8,1.2,0,0,1,3,0.146,0.13,0.375,0.095,238,37,32,94,21,54
Bhopal,462001,2025-03-04,13945,11,143,55.5,74.9,34.6,78.0,7.0,4.1,0,0,1,3,0.183,0.13,0.412,0.096,243,48,25,89,26,55
Bhopal,462001,2025-03-05,13945,11,143,55.3,80.2,35.0,60.1,7.2,1.5,0,0,1,3,0.182,0.13,0.32,0.1,270,61,35,83,29,62
Bhopal,462001,2025-03-06,13945,11,143,46.6,65.5,33.1,66.3,7.3,0.1,0,0,1,3,0.129,0.13,0.345,0.081,258,26,47,96,19,70
Bhopal,462001,2025-03-07,13945,11,143,77.7,92.2,33.9,72.3,7.0,0.7,0,0,1,3,0.316,0.13,0.369,0.089,271,62,35,90,16,68
